A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 84 finished with value: 0.4725164549647299 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.7820322053719883, 'subsample': 0.8928783968203245, 'colsample_bytree': 0.111327752694796, 'learning_rate': 0.9735009622623385, 'reg_alpha': 0.002914684187618816, 'reg_lambda': 0.0008906920186589621}. Best is trial 22 with value: 0.9062316073417402.
Trial 47 finished with value: 0.9163697478669344 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.48584563120835467, 'subsample': 0.8902335131645814, 'colsample_bytree': 0.8970903430327039, 'learning_rate': 0.028615058956975248, 'reg_alpha': 0.05279871004651393, 'reg_lambda': 0.012937533878909026}. Best is trial 47 with value: 0.9163697478669344.
Trial 68 finished with value: 0.7833408215450127 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.7254197734459956, 'subsample': 0.5685279880234116, 'colsample_bytree': 0.2723187384674235, 'learning_rate': 0.25219299243239457, 'reg_alpha': 0.0010052867886679374, 'reg_lambda': 0.0022989118975236845}. Best is trial 47 with value: 0.9163697478669344.
Trial 77 finished with value: 0.41432675169024574 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.11106350360688311, 'subsample': 0.6428162849775869, 'colsample_bytree': 0.11270033669911117, 'learning_rate': 0.8708162672519187, 'reg_alpha': 0.0020627000538714336, 'reg_lambda': 0.00012367525530497734}. Best is trial 47 with value: 0.9163697478669344.
Trial 60 finished with value: 0.7798030811626582 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.7020429899726188, 'subsample': 0.1137986008993721, 'colsample_bytree': 0.8137190273651649, 'learning_rate': 0.058401533461027055, 'reg_alpha': 0.06866505449421761, 'reg_lambda': 0.0009526790288785393}. Best is trial 47 with value: 0.9163697478669344.
Trial 85 finished with value: 0.5654419221214103 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.7500542609689879, 'subsample': 0.2976116426368659, 'colsample_bytree': 0.2848799533210167, 'learning_rate': 0.2760768212289113, 'reg_alpha': 0.20329118710503088, 'reg_lambda': 7.369064765309513}. Best is trial 47 with value: 0.9163697478669344.
Trial 90 finished with value: 0.08063053956904899 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.8117073415186579, 'subsample': 0.08921461783824158, 'colsample_bytree': 0.0279007559260952, 'learning_rate': 0.03663140307159318, 'reg_alpha': 0.7337046558776046, 'reg_lambda': 0.016752807504760932}. Best is trial 47 with value: 0.9163697478669344.
Trial 87 finished with value: -0.09592870555600586 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.3619256833380302, 'subsample': 0.018280641855129787, 'colsample_bytree': 0.7649164415223462, 'learning_rate': 0.0629544282517922, 'reg_alpha': 0.000673468253553672, 'reg_lambda': 0.00014534378770283206}. Best is trial 47 with value: 0.9163697478669344.
Trial 71 finished with value: 0.8601759538892689 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.6257106967272763, 'subsample': 0.7154756376711601, 'colsample_bytree': 0.6220326476750153, 'learning_rate': 0.9016134079909106, 'reg_alpha': 0.06167753386847154, 'reg_lambda': 0.00016660912374930937}. Best is trial 47 with value: 0.9163697478669344.
Trial 88 finished with value: -193433.98123953753 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.44006707779976484, 'subsample': 0.0938845557139718, 'colsample_bytree': 0.6049845256777671, 'learning_rate': 0.752943968641054, 'reg_alpha': 0.6117022891462294, 'reg_lambda': 0.0077745639675322505}. Best is trial 47 with value: 0.9163697478669344.
Trial 86 finished with value: -4.905528155097503 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.006577327061594085, 'subsample': 0.14643224228817564, 'colsample_bytree': 0.49471643912320173, 'learning_rate': 0.6784344162153223, 'reg_alpha': 0.00014836687464655745, 'reg_lambda': 0.34154898945474804}. Best is trial 47 with value: 0.9163697478669344.
Trial 69 finished with value: 0.8618343825742958 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.2952575606085799, 'subsample': 0.864611598761882, 'colsample_bytree': 0.5611680542800145, 'learning_rate': 0.6571718171972118, 'reg_alpha': 0.020845513497516118, 'reg_lambda': 0.0010817128551528928}. Best is trial 47 with value: 0.9163697478669344.
Trial 102 finished with value: -0.2836102076163848 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.1696358190651659, 'subsample': 0.11482681278586626, 'colsample_bytree': 0.046928003565204324, 'learning_rate': 0.5236031379853058, 'reg_alpha': 0.005539844586370169, 'reg_lambda': 0.19784286537784807}. Best is trial 47 with value: 0.9163697478669344.
Trial 81 finished with value: 0.870565667353141 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.9233137034974429, 'subsample': 0.389483947574769, 'colsample_bytree': 0.5686289132976967, 'learning_rate': 0.4340474679167091, 'reg_alpha': 0.0001815231778905105, 'reg_lambda': 0.0001549349392746797}. Best is trial 47 with value: 0.9163697478669344.
Trial 73 finished with value: -61945684114742.9 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.7187255656443701, 'subsample': 0.3188738818974035, 'colsample_bytree': 0.7110353241642519, 'learning_rate': 0.9743422110054915, 'reg_alpha': 0.000313335510034054, 'reg_lambda': 0.120732402247949}. Best is trial 47 with value: 0.9163697478669344.
Trial 95 finished with value: 0.0665287554389721 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.583020336494373, 'subsample': 0.6362210121444973, 'colsample_bytree': 0.004388283807534754, 'learning_rate': 0.38956166291217564, 'reg_alpha': 0.09528447622753854, 'reg_lambda': 0.10765162181291094}. Best is trial 47 with value: 0.9163697478669344.
Trial 56 finished with value: 0.9037780083688615 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.04164959148439229, 'subsample': 0.8004540422991311, 'colsample_bytree': 0.9815448900117629, 'learning_rate': 0.398140021644246, 'reg_alpha': 0.0026051912756338736, 'reg_lambda': 0.5018977120226936}. Best is trial 47 with value: 0.9163697478669344.
Trial 99 finished with value: 0.5580885657195147 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.18001282344320468, 'subsample': 0.30248800892763683, 'colsample_bytree': 0.6568208145284072, 'learning_rate': 0.07199599830337655, 'reg_alpha': 0.001317178596349862, 'reg_lambda': 0.00133370859900589}. Best is trial 47 with value: 0.9163697478669344.
Trial 111 finished with value: 0.07882820737016474 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.454765350797841, 'subsample': 0.8238460006156494, 'colsample_bytree': 0.1785757825393517, 'learning_rate': 0.42809870150838525, 'reg_alpha': 0.08661827548816785, 'reg_lambda': 0.006729572801029985}. Best is trial 47 with value: 0.9163697478669344.
Trial 93 finished with value: 0.638181565407993 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.6045555890225455, 'subsample': 0.21243227817331745, 'colsample_bytree': 0.9083041370668965, 'learning_rate': 0.45759664308667636, 'reg_alpha': 1.4681273323199717, 'reg_lambda': 0.9713836813184826}. Best is trial 47 with value: 0.9163697478669344.
Trial 115 finished with value: 0.08912300156803424 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.6611079570703499, 'subsample': 0.550688948738925, 'colsample_bytree': 0.23925123664387193, 'learning_rate': 0.05162395498285843, 'reg_alpha': 0.040937709266269356, 'reg_lambda': 2.952477685432436}. Best is trial 47 with value: 0.9163697478669344.
Trial 107 finished with value: 0.6542293317771621 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.3094392716468668, 'subsample': 0.8715838605457956, 'colsample_bytree': 0.4999805957345165, 'learning_rate': 0.24074417437712903, 'reg_alpha': 1.5526644352360224, 'reg_lambda': 0.0005802042403457427}. Best is trial 47 with value: 0.9163697478669344.
Trial 97 finished with value: 0.6839880459025414 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.5121611094175662, 'subsample': 0.7094080654823758, 'colsample_bytree': 0.517920517633104, 'learning_rate': 0.8963268549454068, 'reg_alpha': 0.0004631361096378438, 'reg_lambda': 0.0046042043588245775}. Best is trial 47 with value: 0.9163697478669344.
Trial 108 finished with value: 0.2469752215788912 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.1812913351700447, 'subsample': 0.4305190214802529, 'colsample_bytree': 0.5667358505965708, 'learning_rate': 0.8841536133818748, 'reg_alpha': 0.00015062142911540598, 'reg_lambda': 0.001300925290186843}. Best is trial 47 with value: 0.9163697478669344.
Trial 117 finished with value: 0.09261138907666097 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.15018800595594328, 'subsample': 0.9994026022810986, 'colsample_bytree': 0.09998434555759939, 'learning_rate': 0.6998156614512178, 'reg_alpha': 0.00019383066389382252, 'reg_lambda': 0.00018564946143737526}. Best is trial 47 with value: 0.9163697478669344.
Trial 119 finished with value: 0.1004790230412707 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.44822481721174423, 'subsample': 0.8759055947313943, 'colsample_bytree': 0.5865221930028375, 'learning_rate': 0.8058638460877652, 'reg_alpha': 0.00046594228027209216, 'reg_lambda': 0.004531301777516554}. Best is trial 47 with value: 0.9163697478669344.
Trial 105 finished with value: 0.47121176927389746 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.37802149439445065, 'subsample': 0.8262027872742915, 'colsample_bytree': 0.1060791453296338, 'learning_rate': 0.6472346287000142, 'reg_alpha': 2.015558044501336, 'reg_lambda': 0.0002480210596052703}. Best is trial 47 with value: 0.9163697478669344.
Trial 96 finished with value: -106.5144889121931 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.24323788187695483, 'subsample': 0.19636244467753894, 'colsample_bytree': 0.6075469388295529, 'learning_rate': 0.812547893812362, 'reg_alpha': 0.0008938255627041167, 'reg_lambda': 0.23233843418142505}. Best is trial 47 with value: 0.9163697478669344.
Trial 120 finished with value: 0.4567803957675547 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.8657392512703488, 'subsample': 0.84769652791367, 'colsample_bytree': 0.18388078667060936, 'learning_rate': 0.7613379174323932, 'reg_alpha': 0.175183581833102, 'reg_lambda': 0.010204797501141514}. Best is trial 47 with value: 0.9163697478669344.
Trial 125 finished with value: -0.7597613047403652 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.4394986819710265, 'subsample': 0.025929586369845548, 'colsample_bytree': 0.611265192230512, 'learning_rate': 0.5903379006650392, 'reg_alpha': 0.00016628967679964434, 'reg_lambda': 0.0007705190527506726}. Best is trial 47 with value: 0.9163697478669344.
Trial 109 finished with value: 0.6341780150101533 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.11530473599854951, 'subsample': 0.558879227064229, 'colsample_bytree': 0.166254649044559, 'learning_rate': 0.22973853474745565, 'reg_alpha': 1.7362291274049289, 'reg_lambda': 0.0012116225759044948}. Best is trial 47 with value: 0.9163697478669344.
Trial 116 finished with value: 0.054551246786965914 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.19968898337907648, 'subsample': 0.3687976959684708, 'colsample_bytree': 0.08378037639162039, 'learning_rate': 0.4085611343633797, 'reg_alpha': 0.00016677269679067657, 'reg_lambda': 0.000519675839365099}. Best is trial 47 with value: 0.9163697478669344.
Trial 106 finished with value: -1.609476101772028 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.34464657850076863, 'subsample': 0.3141827527736163, 'colsample_bytree': 0.18050784616596893, 'learning_rate': 0.9062372561940251, 'reg_alpha': 0.007633937079294061, 'reg_lambda': 0.00012289947161631183}. Best is trial 47 with value: 0.9163697478669344.
Trial 113 finished with value: 0.5577037942926185 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.518898745601385, 'subsample': 0.685194221025255, 'colsample_bytree': 0.6817398711228483, 'learning_rate': 0.010202888187512471, 'reg_alpha': 0.17783459191808326, 'reg_lambda': 0.018965868371227167}. Best is trial 47 with value: 0.9163697478669344.
Trial 92 finished with value: 0.8968366576228501 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.8219484914235579, 'subsample': 0.5490869721797367, 'colsample_bytree': 0.5166624331156048, 'learning_rate': 0.4365630345354419, 'reg_alpha': 1.152637215521664, 'reg_lambda': 0.10097677113397235}. Best is trial 47 with value: 0.9163697478669344.
Trial 101 finished with value: 0.7022776654222802 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.12622721352029143, 'subsample': 0.2342983404864063, 'colsample_bytree': 0.4770395669335089, 'learning_rate': 0.4020111472747515, 'reg_alpha': 5.639105178641749, 'reg_lambda': 0.004657356968507345}. Best is trial 47 with value: 0.9163697478669344.
Trial 110 finished with value: -1.2165049650536104 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.6570860911156248, 'subsample': 0.17344408600592398, 'colsample_bytree': 0.2592615680063389, 'learning_rate': 0.5632960170401735, 'reg_alpha': 0.00015666854994341868, 'reg_lambda': 0.0057261616306509494}. Best is trial 47 with value: 0.9163697478669344.
Trial 124 finished with value: 0.6813967809390353 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.1611211134120062, 'subsample': 0.6194981495834072, 'colsample_bytree': 0.9337502553079595, 'learning_rate': 0.571056726954217, 'reg_alpha': 0.0008854020740146541, 'reg_lambda': 0.5944088728706665}. Best is trial 47 with value: 0.9163697478669344.
Trial 80 finished with value: 0.8756175859107568 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.804427297643299, 'subsample': 0.654532937927971, 'colsample_bytree': 0.970153754357245, 'learning_rate': 0.9658288901644434, 'reg_alpha': 0.06507320832295266, 'reg_lambda': 1.5555092777842185}. Best is trial 47 with value: 0.9163697478669344.
Trial 127 finished with value: 0.48811378384975146 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.6724013672391402, 'subsample': 0.9245458861414085, 'colsample_bytree': 0.1336425814547869, 'learning_rate': 0.6837791213143213, 'reg_alpha': 3.0815224450883014, 'reg_lambda': 0.01740810179017489}. Best is trial 47 with value: 0.9163697478669344.
Trial 100 finished with value: 0.8197258341296049 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.20443549013950102, 'subsample': 0.4747303723902818, 'colsample_bytree': 0.8330226515372544, 'learning_rate': 0.0773632614174311, 'reg_alpha': 1.3019241814223375, 'reg_lambda': 0.0003364527968849874}. Best is trial 47 with value: 0.9163697478669344.
Trial 112 finished with value: -723.4601211661133 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.679363803018108, 'subsample': 0.14278104919478407, 'colsample_bytree': 0.4674375655658217, 'learning_rate': 0.6709241909978496, 'reg_alpha': 0.007189716077109624, 'reg_lambda': 0.0018338121612964473}. Best is trial 47 with value: 0.9163697478669344.
Trial 133 finished with value: 0.40545828304345344 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.34904929124982986, 'subsample': 0.23652835297568486, 'colsample_bytree': 0.22320259637290973, 'learning_rate': 0.13934203195749806, 'reg_alpha': 0.08265946177554233, 'reg_lambda': 0.009185958638446465}. Best is trial 47 with value: 0.9163697478669344.
Trial 104 finished with value: 0.890002890754845 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.4193889139823437, 'subsample': 0.7493915646817196, 'colsample_bytree': 0.36722532670737174, 'learning_rate': 0.3538084747521608, 'reg_alpha': 0.5508722596376457, 'reg_lambda': 0.25139446973636237}. Best is trial 47 with value: 0.9163697478669344.
Trial 98 finished with value: -31.37919434973017 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.4113326743805258, 'subsample': 0.3041833624699346, 'colsample_bytree': 0.6090780343557881, 'learning_rate': 0.8149728750064225, 'reg_alpha': 0.3434621846401133, 'reg_lambda': 0.2565519371380078}. Best is trial 47 with value: 0.9163697478669344.
Trial 126 finished with value: 0.5005957092219391 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.7912766656794806, 'subsample': 0.8167693753204673, 'colsample_bytree': 0.12902068653295362, 'learning_rate': 0.0864217256294425, 'reg_alpha': 4.706163770031537, 'reg_lambda': 0.11755800564116084}. Best is trial 47 with value: 0.9163697478669344.
Trial 131 finished with value: 0.07985490152567762 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.27561803980300914, 'subsample': 0.7338080467007266, 'colsample_bytree': 0.043083820096621483, 'learning_rate': 0.27625385247533596, 'reg_alpha': 0.00014311704917771098, 'reg_lambda': 6.5029754738535255}. Best is trial 47 with value: 0.9163697478669344.
