A new study created in RDB with name: MLP_12115
Trial 0 finished with value: 141.5070466244852 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.00538449941369389, 'batch_size': 96}. Best is trial 0 with value: 141.5070466244852.
Trial 74 finished with value: 16.2505833800736 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0003091434622952066, 'batch_size': 32}. Best is trial 74 with value: 16.2505833800736.
Trial 75 finished with value: 64.09793397045787 and parameters: {'input_dropout': 0.0, 'hidden_layers': 2, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006332669361698852, 'batch_size': 32}. Best is trial 74 with value: 16.2505833800736.
Trial 76 finished with value: 20.62430287127876 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.000298497461536759, 'batch_size': 32}. Best is trial 74 with value: 16.2505833800736.
Trial 77 finished with value: 27.210664866921228 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0002761928855336004, 'batch_size': 32}. Best is trial 74 with value: 16.2505833800736.
Trial 78 finished with value: 96.89343995048213 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0002843724689120942, 'batch_size': 32}. Best is trial 74 with value: 16.2505833800736.
Trial 79 finished with value: 25.146135560125572 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0003253729796075222, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 80 finished with value: 9031.394268129729 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.00033795008069929236, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 81 finished with value: 23.397643647258533 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00046360130096531605, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 82 finished with value: 36.304476091235024 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00044727001931299407, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 83 finished with value: 49.33688182197382 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00029577736942323603, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 84 finished with value: 32.70395144627318 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007322782876478093, 'batch_size': 128}. Best is trial 74 with value: 16.2505833800736.
Trial 85 finished with value: 94.83172096658934 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0003897039737514488, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 86 finished with value: 96.45243114888166 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0005145385303379344, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 87 finished with value: 37.24286513877312 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0003922674074313589, 'batch_size': 96}. Best is trial 74 with value: 16.2505833800736.
Trial 88 finished with value: 159.60835214152524 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0002523779036111108, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 89 finished with value: 201.55198080355427 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00031153483141944276, 'batch_size': 128}. Best is trial 74 with value: 16.2505833800736.
Trial 90 finished with value: 21.49200228710405 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008258866709845941, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 91 finished with value: 20.582171921744585 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010668484588677773, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 92 finished with value: 19.588746318762773 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011202818935990052, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 93 finished with value: 22.240718470989307 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.002424049309405834, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 94 finished with value: 20.339344645327067 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.002011265262402914, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 95 finished with value: 73.00323352520337 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0022325915358743734, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 96 finished with value: 197.14147845651203 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013195185150546764, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 97 finished with value: 19.633519055732393 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.004560592778284607, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 98 finished with value: 72.0819244433695 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.004891225948094041, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 99 finished with value: 101.7360159137429 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.004049814836687024, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 100 finished with value: 26.483190117505913 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.007486022670553567, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 101 finished with value: 28.39282040622029 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0035217977967031224, 'batch_size': 64}. Best is trial 74 with value: 16.2505833800736.
Trial 102 finished with value: 16.057563850987346 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0021251448685588002, 'batch_size': 64}. Best is trial 102 with value: 16.057563850987346.
Trial 103 finished with value: 18.632279341888182 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0020297659095722463, 'batch_size': 64}. Best is trial 102 with value: 16.057563850987346.
Trial 104 finished with value: 370.9116934870725 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0033150495882513856, 'batch_size': 64}. Best is trial 102 with value: 16.057563850987346.
Trial 105 finished with value: 230.220973603665 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015941532210161954, 'batch_size': 64}. Best is trial 102 with value: 16.057563850987346.
Trial 106 finished with value: 19.702705590902767 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018406592583427518, 'batch_size': 64}. Best is trial 102 with value: 16.057563850987346.
Trial 107 finished with value: 15.48142352805597 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019229410223586584, 'batch_size': 64}. Best is trial 107 with value: 15.48142352805597.
Trial 108 finished with value: 15.01363316256908 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018000627987084091, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 109 finished with value: 168.05761160573886 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019304832487687838, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 110 finished with value: 38.818838729409784 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018685496651145825, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 111 finished with value: 27.003668576243765 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0028638777798705396, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 112 finished with value: 17.24022042101917 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013519512431958338, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 113 finished with value: 16.107230557152096 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013138393022629946, 'batch_size': 64}. Best is trial 108 with value: 15.01363316256908.
Trial 114 finished with value: 12.026773163665506 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012895210009966941, 'batch_size': 64}. Best is trial 114 with value: 12.026773163665506.
Trial 115 finished with value: 11.315390660609015 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013893830557054076, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 116 finished with value: 13.038443783061568 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00127441999990994, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 117 finished with value: 110.24664220029857 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012998306963691413, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 118 finished with value: 18.362900698545978 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0016084214038168281, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 119 finished with value: 16.508333409498206 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0014850083269807592, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 120 finished with value: 37.18183017875179 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0014366722022879144, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 121 finished with value: 19.293683439579468 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009816650360177984, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 122 finished with value: 21.30977459274554 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0023209764253273083, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
Trial 123 finished with value: 26.22057107387183 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012570949598760038, 'batch_size': 64}. Best is trial 115 with value: 11.315390660609015.
