A new study created in RDB with name: MLP_153131
Trial 0 finished with value: 495.5684996318022 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0010891743874929258, 'batch_size': 96}. Best is trial 0 with value: 495.5684996318022.
Trial 72 finished with value: 24.8181614863945 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002638038139002838, 'batch_size': 64}. Best is trial 30 with value: 18.910358989608373.
Trial 73 finished with value: 19.28912310511003 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002311425609351006, 'batch_size': 64}. Best is trial 30 with value: 18.910358989608373.
Trial 74 finished with value: 15.192536065364566 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023078585447383238, 'batch_size': 64}. Best is trial 74 with value: 15.192536065364566.
Trial 75 finished with value: 14.405939251620069 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023212533766128083, 'batch_size': 64}. Best is trial 75 with value: 14.405939251620069.
Trial 76 finished with value: 15.142254934033119 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023328460935346635, 'batch_size': 64}. Best is trial 75 with value: 14.405939251620069.
Trial 77 finished with value: 42.72776435570434 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002991095578823073, 'batch_size': 64}. Best is trial 75 with value: 14.405939251620069.
Trial 78 finished with value: 18.698159376299838 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00467295622385912, 'batch_size': 32}. Best is trial 75 with value: 14.405939251620069.
Trial 79 finished with value: 18.408428858667474 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0063413779091845025, 'batch_size': 32}. Best is trial 75 with value: 14.405939251620069.
Trial 80 finished with value: 82.67509467436238 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.007519250501548681, 'batch_size': 32}. Best is trial 75 with value: 14.405939251620069.
Trial 81 finished with value: 28.36166312911721 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.008477218036978564, 'batch_size': 32}. Best is trial 75 with value: 14.405939251620069.
Trial 82 finished with value: 14.171588860189393 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006366588768866019, 'batch_size': 32}. Best is trial 82 with value: 14.171588860189393.
Trial 83 finished with value: 16.19168879077171 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0065245600916920546, 'batch_size': 32}. Best is trial 82 with value: 14.171588860189393.
Trial 84 finished with value: 34.17407495237287 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006793334222812593, 'batch_size': 32}. Best is trial 82 with value: 14.171588860189393.
Trial 85 finished with value: 22.984842888277026 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006401656260482112, 'batch_size': 32}. Best is trial 82 with value: 14.171588860189393.
Trial 86 finished with value: 14.028331248511586 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005328169715559385, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 87 finished with value: 200.83931881537998 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005403509451545869, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 88 finished with value: 14.815339602867256 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004733076152606588, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 89 finished with value: 19.101232249433668 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005020180132801998, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 90 finished with value: 111.67952097694018 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005838281403429025, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 91 finished with value: 24.774001160126055 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004612805253586071, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 92 finished with value: 42.6371235200904 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.007177432937295984, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 93 finished with value: 22.550576297313214 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0056883514206865935, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 94 finished with value: 19.811698733084455 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006403314457265649, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 95 finished with value: 18.78849670437408 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.008392096853334686, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 96 finished with value: 17.48330367895953 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.008392102623282641, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 97 finished with value: 172.68340977184724 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.008089166811554156, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 98 finished with value: 21.00318959454014 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004800429580257426, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 99 finished with value: 26.524563985243642 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0042958846365311575, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 100 finished with value: 175.7946931033845 and parameters: {'input_dropout': 0.2, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00897047787078288, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 101 finished with value: 23.961962185920772 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006903240685909793, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 102 finished with value: 50.58724316011379 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.009873115679772835, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 103 finished with value: 19.34198219200356 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00787345222190598, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 104 finished with value: 24.92452027747893 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.006193367274367695, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 105 finished with value: 26.495672485446292 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00851617944478174, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 106 finished with value: 25.36289154136489 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.007197484905748136, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 107 finished with value: 16.788766749180535 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00540348024051869, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 108 finished with value: 23.54092529228984 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005697878539200464, 'batch_size': 128}. Best is trial 86 with value: 14.028331248511586.
Trial 109 finished with value: 16.463020936147437 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004427293673658357, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 110 finished with value: 20.228144136719 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.005250047611519181, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 111 finished with value: 18.367137445521728 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004464800698133989, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 112 finished with value: 19.597031808113332 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004481960220910892, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 113 finished with value: 17.740283961711228 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003963068435204483, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 114 finished with value: 15.09945096788269 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003615364500966376, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 115 finished with value: 46.03170761544863 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003446895587639933, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 116 finished with value: 18.843393957630717 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003940318169836575, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 117 finished with value: 20.289487002749713 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004042293523821112, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 118 finished with value: 36.14444366097436 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004944461118905997, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 119 finished with value: 179.4002077341404 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003808527805576801, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
Trial 120 finished with value: 105.80032565635695 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0035947923920330994, 'batch_size': 32}. Best is trial 86 with value: 14.028331248511586.
