A new study created in RDB with name: MLP_942
Trial 0 finished with value: 184.6502827269914 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030870657531373693, 'batch_size': 32}. Best is trial 0 with value: 184.6502827269914.
Trial 72 finished with value: 6154.332459817881 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029280208540407747, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 73 finished with value: 23193.91436417236 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0001321891035291253, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 74 finished with value: 73.17093117024028 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0002603295147366139, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 75 finished with value: 7061.9034289694955 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00015545939754638653, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 76 finished with value: 265.65078164346914 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0039605219289405936, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 77 finished with value: 226.7528681592289 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.006459449851332007, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 78 finished with value: 13613.641743080165 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00017523275997952725, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 79 finished with value: 341.3728525305256 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0035548794047303087, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 80 finished with value: 199.63252751071428 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.004572482767978585, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 81 finished with value: 695.8261411107096 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00490707641936578, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 82 finished with value: 1480.5174377949918 and parameters: {'input_dropout': 0.05, 'hidden_layers': 6, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.000795176967131275, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 83 finished with value: 129.17493983805159 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0026568950847481905, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 84 finished with value: 15968.36651371406 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00023378865069277794, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 85 finished with value: 281.63472889554106 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0007173080022852042, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 86 finished with value: 157.36417520630954 and parameters: {'input_dropout': 0.1, 'hidden_layers': 4, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0001907980508894414, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 87 finished with value: 174.7013620828354 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.001956831357896212, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 88 finished with value: 176.73226737938907 and parameters: {'input_dropout': 0.2, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0044476430168590726, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 89 finished with value: 123.97729066782485 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0009456256178194445, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 90 finished with value: 110.83596306013035 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.005994225004561005, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 91 finished with value: 437.3818298272538 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 32, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0008843769689707016, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 92 finished with value: 111.45016307857432 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.007156433115096401, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 93 finished with value: 96.07049722327038 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.001070962126888848, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 94 finished with value: 118.86126635798219 and parameters: {'input_dropout': 0.05, 'hidden_layers': 3, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0003084414160133259, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 95 finished with value: 1048.2515838557988 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00011915137570038286, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 96 finished with value: 5996.01139909207 and parameters: {'input_dropout': 0.05, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00036936123536245193, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 97 finished with value: 1268.0760830704658 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.007381858685234301, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 98 finished with value: 870.4496572221677 and parameters: {'input_dropout': 0.05, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00035275922342747456, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 99 finished with value: 149.42307920799757 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 64, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0009837667531901973, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 100 finished with value: 202.52306913076993 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.001983263547455348, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 101 finished with value: 244.54501374569574 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 32, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.008249703484238617, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 102 finished with value: 319.7464367183564 and parameters: {'input_dropout': 0.05, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005118984161823482, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 103 finished with value: 184.73074374133617 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0020400636555028043, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 104 finished with value: 372.7590847636443 and parameters: {'input_dropout': 0.05, 'hidden_layers': 3, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0006352392632304591, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 105 finished with value: 145.6741192946399 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.003163158809395622, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 106 finished with value: 146.5838206761712 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0014045312822873611, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 107 finished with value: 2613.565546295286 and parameters: {'input_dropout': 0.05, 'hidden_layers': 6, 'hidden_units': 32, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004473823478298192, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 108 finished with value: 103.10196791689414 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.008064178018910363, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 109 finished with value: 226.41162066235398 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00545445708876913, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 110 finished with value: 208.60145169545697 and parameters: {'input_dropout': 0.05, 'hidden_layers': 6, 'hidden_units': 64, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0001316185903347367, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 111 finished with value: 144.00159053440217 and parameters: {'input_dropout': 0.2, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004112574810361709, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 112 finished with value: 133.57361577323138 and parameters: {'input_dropout': 0.2, 'hidden_layers': 7, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0007287689341191085, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 113 finished with value: 18714.666286955646 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00012485165659514397, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 114 finished with value: 390.0576098634283 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.001028945699182633, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 115 finished with value: 258.20169908359134 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00022750171498963435, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 116 finished with value: 249.4712466087492 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0058712063981412625, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 117 finished with value: 3428.5044224620124 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0032534195365664068, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 118 finished with value: 489.1267412140435 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00020233021489248745, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
