A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 80 finished with value: 0.4252104382245269 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.4136050554909275, 'subsample': 0.6600783366037976, 'colsample_bytree': 0.5781516474095383, 'learning_rate': 0.7034478433441396, 'reg_alpha': 0.03959694185955772, 'reg_lambda': 0.00010173104346449735}. Best is trial 37 with value: 0.8147043883985973.
Trial 90 finished with value: 0.7457121225340826 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.7244717300543897, 'subsample': 0.3975382174642468, 'colsample_bytree': 0.02668008910699482, 'learning_rate': 0.09442698138455463, 'reg_alpha': 0.013832701970648942, 'reg_lambda': 0.0001918510318762605}. Best is trial 37 with value: 0.8147043883985973.
Trial 85 finished with value: 0.7419804659342886 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.5063818945894416, 'subsample': 0.5124272800315667, 'colsample_bytree': 0.43259220637993545, 'learning_rate': 0.28330074792360094, 'reg_alpha': 2.2758058328973396, 'reg_lambda': 0.925348566891967}. Best is trial 37 with value: 0.8147043883985973.
Trial 92 finished with value: 0.7266640232404022 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.884457971670128, 'subsample': 0.1498103953348443, 'colsample_bytree': 0.01328334846595014, 'learning_rate': 0.34447666821032286, 'reg_alpha': 0.005321969382210757, 'reg_lambda': 0.3190234432262994}. Best is trial 37 with value: 0.8147043883985973.
Trial 82 finished with value: -1355.5716560937203 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.621347378866883, 'subsample': 0.3527876602526585, 'colsample_bytree': 0.9006297970468055, 'learning_rate': 0.9868170198004672, 'reg_alpha': 0.0002447803074081617, 'reg_lambda': 0.0894701587014641}. Best is trial 37 with value: 0.8147043883985973.
Trial 86 finished with value: -418.47759621710554 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.8810383990961262, 'subsample': 0.12391296795405549, 'colsample_bytree': 0.6470436347927461, 'learning_rate': 0.7031826924204226, 'reg_alpha': 6.868914596866006, 'reg_lambda': 0.022938879372983136}. Best is trial 37 with value: 0.8147043883985973.
Trial 59 finished with value: 0.7018343844843149 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.2399515360541895, 'subsample': 0.9530506658960581, 'colsample_bytree': 0.6007967027599319, 'learning_rate': 0.14732779326223788, 'reg_alpha': 0.00315371676229609, 'reg_lambda': 0.0001459106100068969}. Best is trial 37 with value: 0.8147043883985973.
Trial 88 finished with value: 0.7876822081194341 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.1639878901587727, 'subsample': 0.5881074839965231, 'colsample_bytree': 0.19399898497846935, 'learning_rate': 0.20194308366846925, 'reg_alpha': 1.3404451300824076, 'reg_lambda': 0.24387510154867015}. Best is trial 37 with value: 0.8147043883985973.
Trial 101 finished with value: 0.3781293063786509 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.5852446134197972, 'subsample': 0.011699766881324458, 'colsample_bytree': 0.5330907813205423, 'learning_rate': 0.2587098364378527, 'reg_alpha': 0.03928620390259846, 'reg_lambda': 0.03802221113839624}. Best is trial 37 with value: 0.8147043883985973.
Trial 73 finished with value: 0.6729475304729434 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.6179441720485284, 'subsample': 0.9316811212826023, 'colsample_bytree': 0.3597718001771354, 'learning_rate': 0.09777786132616884, 'reg_alpha': 0.04513330674278825, 'reg_lambda': 0.0007244845430961402}. Best is trial 37 with value: 0.8147043883985973.
Trial 97 finished with value: 0.7753318161423218 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.6244994193643519, 'subsample': 0.9992270966085683, 'colsample_bytree': 0.41436472794833, 'learning_rate': 0.8667980829279716, 'reg_alpha': 0.005970263512217568, 'reg_lambda': 0.004075032226939745}. Best is trial 37 with value: 0.8147043883985973.
Trial 74 finished with value: 0.8103188666683536 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.2352300510535893, 'subsample': 0.8748346068874471, 'colsample_bytree': 0.36271260195111743, 'learning_rate': 0.023375971551743535, 'reg_alpha': 0.0004965075546179675, 'reg_lambda': 7.48415160760787}. Best is trial 37 with value: 0.8147043883985973.
Trial 87 finished with value: 0.21138829801668665 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.4869827128280896, 'subsample': 0.2487285355360177, 'colsample_bytree': 0.18071692681879303, 'learning_rate': 0.7860255379133924, 'reg_alpha': 0.0004159594474849769, 'reg_lambda': 0.002420266298438736}. Best is trial 37 with value: 0.8147043883985973.
Trial 100 finished with value: -348667602.30644774 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.37882202711923696, 'subsample': 0.03207023322478175, 'colsample_bytree': 0.7066510749257052, 'learning_rate': 0.7869638449757425, 'reg_alpha': 0.0013016829355030248, 'reg_lambda': 0.14937808719217166}. Best is trial 37 with value: 0.8147043883985973.
Trial 95 finished with value: 0.6263646048321992 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.5444615553744739, 'subsample': 0.8806147990882293, 'colsample_bytree': 0.7811508740915001, 'learning_rate': 0.9576456629009341, 'reg_alpha': 0.09407214585037167, 'reg_lambda': 0.0031909039908460048}. Best is trial 37 with value: 0.8147043883985973.
Trial 75 finished with value: 0.45050097226079994 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.013003041576290508, 'subsample': 0.20420952146190452, 'colsample_bytree': 0.7044428426712969, 'learning_rate': 0.29239837141691294, 'reg_alpha': 0.00020594385127599774, 'reg_lambda': 0.0007808238992051148}. Best is trial 37 with value: 0.8147043883985973.
Trial 79 finished with value: 0.6350401020279942 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.8170276624573708, 'subsample': 0.8886427275664822, 'colsample_bytree': 0.7042324869655827, 'learning_rate': 0.2488197872936111, 'reg_alpha': 0.003595933758299182, 'reg_lambda': 0.00017380113136029483}. Best is trial 37 with value: 0.8147043883985973.
Trial 56 finished with value: 0.7745208915941231 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.46881343372205286, 'subsample': 0.8854132606770408, 'colsample_bytree': 0.9448936616400458, 'learning_rate': 0.39006156720711616, 'reg_alpha': 0.0022969288806128463, 'reg_lambda': 1.9566380853882497}. Best is trial 37 with value: 0.8147043883985973.
Trial 76 finished with value: 0.7036591643199541 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.38597794943397756, 'subsample': 0.7983808053535603, 'colsample_bytree': 0.5182094671511981, 'learning_rate': 0.584633311201543, 'reg_alpha': 0.16522230548213884, 'reg_lambda': 0.011999778499296771}. Best is trial 37 with value: 0.8147043883985973.
Trial 109 finished with value: 0.7211916413523666 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.7490730098021987, 'subsample': 0.3643022047914545, 'colsample_bytree': 0.06882436229948763, 'learning_rate': 0.5961642790257011, 'reg_alpha': 2.71764036976491, 'reg_lambda': 0.005420734939243126}. Best is trial 37 with value: 0.8147043883985973.
Trial 116 finished with value: 0.7334904487046171 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.9546737035977133, 'subsample': 0.14922477812188806, 'colsample_bytree': 0.6766340254676472, 'learning_rate': 0.3035067388552437, 'reg_alpha': 0.0011793905871486622, 'reg_lambda': 4.369235998376868}. Best is trial 37 with value: 0.8147043883985973.
Trial 103 finished with value: -1047.5834432121158 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.2261772918914522, 'subsample': 0.13724115756024358, 'colsample_bytree': 0.7777049867671852, 'learning_rate': 0.7203354554980973, 'reg_alpha': 0.022882234196236972, 'reg_lambda': 0.2205521401390419}. Best is trial 37 with value: 0.8147043883985973.
Trial 94 finished with value: -0.25344528367848074 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.3593461674644757, 'subsample': 0.5025863203537237, 'colsample_bytree': 0.14909382155260098, 'learning_rate': 0.9693177738879319, 'reg_alpha': 0.931898815570359, 'reg_lambda': 0.05829921568113127}. Best is trial 37 with value: 0.8147043883985973.
Trial 114 finished with value: 0.8057121390843053 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.7217037501900152, 'subsample': 0.7196648668573019, 'colsample_bytree': 0.8941102066671912, 'learning_rate': 0.03275932490834321, 'reg_alpha': 0.10632776162754681, 'reg_lambda': 0.000505761138103671}. Best is trial 37 with value: 0.8147043883985973.
Trial 112 finished with value: 0.7053904736917879 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.09966808188284992, 'subsample': 0.3684242640029477, 'colsample_bytree': 0.37020833816071996, 'learning_rate': 0.35943707283891524, 'reg_alpha': 0.1798977427402443, 'reg_lambda': 0.031933294377852896}. Best is trial 37 with value: 0.8147043883985973.
Trial 102 finished with value: 0.7277469294422785 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.7560233211426534, 'subsample': 0.3844251640095149, 'colsample_bytree': 0.37816232010345663, 'learning_rate': 0.2343316624645002, 'reg_alpha': 4.491173988384771, 'reg_lambda': 0.0002809182722439574}. Best is trial 37 with value: 0.8147043883985973.
Trial 106 finished with value: 0.46999352609649964 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.06629313533182557, 'subsample': 0.8632785477145658, 'colsample_bytree': 0.5660957537089636, 'learning_rate': 0.6361284848148369, 'reg_alpha': 0.0555922915946112, 'reg_lambda': 0.012132208811326222}. Best is trial 37 with value: 0.8147043883985973.
Trial 111 finished with value: 0.7384356570209374 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.703205765391953, 'subsample': 0.44372834608402634, 'colsample_bytree': 0.17315834744760594, 'learning_rate': 0.7380433348793116, 'reg_alpha': 6.7621717935272345, 'reg_lambda': 4.603665609911279}. Best is trial 37 with value: 0.8147043883985973.
Trial 98 finished with value: 0.3934486273474965 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.9771668924622401, 'subsample': 0.5302897887116778, 'colsample_bytree': 0.29595070979382176, 'learning_rate': 0.7614299977086493, 'reg_alpha': 0.007453103786894066, 'reg_lambda': 0.2655771294315964}. Best is trial 37 with value: 0.8147043883985973.
Trial 93 finished with value: -283.31186842777544 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.6124294762828995, 'subsample': 0.2100096985931713, 'colsample_bytree': 0.7317111484547141, 'learning_rate': 0.5979842556494743, 'reg_alpha': 0.00013736814490624953, 'reg_lambda': 0.1775810127506125}. Best is trial 37 with value: 0.8147043883985973.
Trial 107 finished with value: 0.7009691600578953 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.1292238125735502, 'subsample': 0.38938939975605735, 'colsample_bytree': 0.9932447832988871, 'learning_rate': 0.11171618932147298, 'reg_alpha': 2.690656385011402, 'reg_lambda': 0.01071714820109122}. Best is trial 37 with value: 0.8147043883985973.
Trial 110 finished with value: 0.5450328081139846 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.7379753657277459, 'subsample': 0.33060047915814117, 'colsample_bytree': 0.48616197126938576, 'learning_rate': 0.47336179334862416, 'reg_alpha': 0.00036244791235543584, 'reg_lambda': 0.02430842187312872}. Best is trial 37 with value: 0.8147043883985973.
Trial 117 finished with value: 0.7169008886674697 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.6303393765064329, 'subsample': 0.3847520789940809, 'colsample_bytree': 0.09565580625947812, 'learning_rate': 0.719260425453915, 'reg_alpha': 0.04714029792587019, 'reg_lambda': 0.004944355980379362}. Best is trial 37 with value: 0.8147043883985973.
Trial 104 finished with value: 0.7008811637511088 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.09406244684775766, 'subsample': 0.6468439626701594, 'colsample_bytree': 0.4840335415106748, 'learning_rate': 0.10176865587457407, 'reg_alpha': 0.026925533422817255, 'reg_lambda': 0.0001249393824638885}. Best is trial 37 with value: 0.8147043883985973.
Trial 96 finished with value: 0.6691628870911296 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.4088640406966957, 'subsample': 0.6647892902953484, 'colsample_bytree': 0.9222651896324046, 'learning_rate': 0.8828022114593624, 'reg_alpha': 0.6932519479703536, 'reg_lambda': 0.6026280769580133}. Best is trial 37 with value: 0.8147043883985973.
Trial 91 finished with value: 0.667149271421101 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.6015883560993649, 'subsample': 0.8948465164970979, 'colsample_bytree': 0.8622247084754735, 'learning_rate': 0.562687444982217, 'reg_alpha': 0.0033427751715487944, 'reg_lambda': 0.20751263340323906}. Best is trial 37 with value: 0.8147043883985973.
Trial 105 finished with value: 0.6327173445637815 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.5575041491268068, 'subsample': 0.5080848245263587, 'colsample_bytree': 0.5477222538037732, 'learning_rate': 0.16904402375366512, 'reg_alpha': 0.20086561252548998, 'reg_lambda': 0.5190178193546281}. Best is trial 37 with value: 0.8147043883985973.
Trial 113 finished with value: 0.6827432561591539 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.8974409258804394, 'subsample': 0.8007443716103511, 'colsample_bytree': 0.8226376267836037, 'learning_rate': 0.25994909624584983, 'reg_alpha': 0.5272196245923119, 'reg_lambda': 3.6462047595662623}. Best is trial 37 with value: 0.8147043883985973.
Trial 129 finished with value: 0.7378682789922222 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7963784079973174, 'subsample': 0.45413127144574117, 'colsample_bytree': 0.3758297528851723, 'learning_rate': 0.6896702224057377, 'reg_alpha': 1.8581840323283825, 'reg_lambda': 0.0012675160980487035}. Best is trial 37 with value: 0.8147043883985973.
Trial 118 finished with value: 0.5958205438561613 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.4916764293459096, 'subsample': 0.9338463370219501, 'colsample_bytree': 0.9488034688091876, 'learning_rate': 0.3591542566833108, 'reg_alpha': 0.8163973545506569, 'reg_lambda': 0.019728758377855673}. Best is trial 37 with value: 0.8147043883985973.
Trial 125 finished with value: 0.7805100178688213 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.28363436236099915, 'subsample': 0.40014603081101197, 'colsample_bytree': 0.6419007911009722, 'learning_rate': 0.05637401230928141, 'reg_alpha': 0.008417458087719272, 'reg_lambda': 0.0033353342133319317}. Best is trial 37 with value: 0.8147043883985973.
Trial 126 finished with value: 0.4809271580371795 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.5881780858266917, 'subsample': 0.1242622364921796, 'colsample_bytree': 0.7562661471505036, 'learning_rate': 0.43012618146754655, 'reg_alpha': 0.3774524841673425, 'reg_lambda': 0.016703967063819346}. Best is trial 37 with value: 0.8147043883985973.
Trial 108 finished with value: 0.5150630023103345 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.5477581912152317, 'subsample': 0.25974228251207143, 'colsample_bytree': 0.7724221185066644, 'learning_rate': 0.32131481632978376, 'reg_alpha': 0.15198372797033854, 'reg_lambda': 0.003152151263386866}. Best is trial 37 with value: 0.8147043883985973.
Trial 128 finished with value: 0.6967550447439257 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.23503676086410352, 'subsample': 0.6610827329963105, 'colsample_bytree': 0.24236323867229093, 'learning_rate': 0.7684092365422276, 'reg_alpha': 0.0013894768084289086, 'reg_lambda': 0.3146124081932074}. Best is trial 37 with value: 0.8147043883985973.
Trial 136 finished with value: -3277495872.327952 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.9565152448218713, 'subsample': 0.01807338953444182, 'colsample_bytree': 0.003240397999344391, 'learning_rate': 0.9425437508510323, 'reg_alpha': 0.0009619329553151222, 'reg_lambda': 0.29944422060780146}. Best is trial 37 with value: 0.8147043883985973.
Trial 132 finished with value: -133.31881509628687 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.03263467828668587, 'subsample': 0.0701547170703466, 'colsample_bytree': 0.7242805477828786, 'learning_rate': 0.6994746427459313, 'reg_alpha': 0.007230019034615881, 'reg_lambda': 0.030313154043805492}. Best is trial 37 with value: 0.8147043883985973.
Trial 99 finished with value: 0.5809630833183992 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.5068416961270195, 'subsample': 0.6211465418305616, 'colsample_bytree': 0.8202739703921061, 'learning_rate': 0.6261217157285766, 'reg_alpha': 0.20003442149720616, 'reg_lambda': 0.02326109280544892}. Best is trial 37 with value: 0.8147043883985973.
